-13.717751, -2.380193, 1.487283, 0.000000
-13.757369, -2.389491, 1.575261, 0.000000
-13.787387, -2.392868, 1.576732, 0.000000
-13.793607, -2.395002, 1.577272, 0.000000
-13.801657, -2.396679, 1.576675, 0.000000
-13.800867, -2.398925, 1.579280, 0.000000
-13.802722, -2.406963, 1.578594, 0.000000
-13.806845, -2.412546, 1.577815, 0.000000
-13.807204, -2.421990, 1.577131, 0.000000
-13.807437, -2.426996, 1.577501, 0.000000
-13.807490, -2.435112, 1.580068, 0.000000
-13.805967, -2.441015, 1.577033, 0.000000
-13.803536, -2.453725, 1.579011, 0.000000
-13.802090, -2.462341, 1.577800, 0.000000
-13.804115, -2.480933, 1.578306, 0.000000
-13.804186, -2.486598, 1.578183, 0.000000
-13.805198, -2.498016, 1.579379, 0.000000
-13.802357, -2.515157, 1.578836, 0.000000
-13.803482, -2.531552, 1.579339, 0.000000
-13.804608, -2.552207, 1.575377, 0.000000
-13.800810, -2.583670, 1.579499, 0.000000
-13.796957, -2.619133, 1.580564, 0.000000
-13.801496, -2.642672, 1.579151, 0.000000
-13.800278, -2.678492, 1.577957, 0.000000
-13.801027, -2.697699, 1.580526, 0.000000
-13.800263, -2.711014, 1.577775, 0.000000
-13.798020, -2.721969, 1.580868, 0.000000
-13.799205, -2.729650, 1.578961, 0.000000
-13.799187, -2.736313, 1.579485, 0.000000
-13.799657, -2.750961, 1.579960, 0.000000
-13.800400, -2.753532, 1.579067, 0.000000
-13.797761, -2.761402, 1.578770, 0.000000
-13.796650, -2.766416, 1.582245, 0.000000
-13.796026, -2.769859, 1.582099, 0.000000
-13.797670, -2.780294, 1.578447, 0.000000
-13.798608, -2.786903, 1.580207, 0.000000
-13.796077, -2.796634, 1.578416, 0.000000
-13.796849, -2.797300, 1.579529, 0.000000
-13.798600, -2.809039, 1.577813, 0.000000
-13.796945, -2.812445, 1.577888, 0.000000
-13.795463, -2.811348, 1.578291, 0.000000
-13.796099, -2.806603, 1.578162, 0.000000
-13.798718, -2.814334, 1.579815, 0.000000
-13.796799, -2.816350, 1.581029, 0.000000
-13.799032, -2.818941, 1.577838, 0.000000
-13.795029, -2.824317, 1.578113, 0.000000
-13.793929, -2.838470, 1.579207, 0.000000
-13.793220, -2.838592, 1.580794, 0.000000
-13.794746, -2.844310, 1.580434, 0.000000
-13.795433, -2.844396, 1.579916, 0.000000
-13.793184, -2.854326, 1.580085, 0.000000
-13.791688, -2.844229, 1.579953, 0.000000
-13.793215, -2.838467, 1.577968, 0.000000
-13.794924, -2.832284, 1.577404, 0.000000
-13.795846, -2.817439, 1.579008, 0.000000
-13.793250, -2.802995, 1.578189, 0.000000
-13.795550, -2.805389, 1.579936, 0.000000
-13.791328, -2.791912, 1.579040, 0.000000
-13.794212, -2.770000, 1.580962, 0.000000
-13.794782, -2.752169, 1.576259, 0.000000
-13.797292, -2.773846, 1.579230, 0.000000
-13.795636, -2.758613, 1.580760, 0.000000
-13.796116, -2.731147, 1.578167, 0.000000
-13.798163, -2.724557, 1.577020, 0.000000
-13.799647, -2.691735, 1.579560, 0.000000
-13.798396, -2.645918, 1.577825, 0.000000
-13.797432, -2.645845, 1.577457, 0.000000
-13.798026, -2.611156, 1.574546, 0.000000
-13.802389, -2.578604, 1.575044, 0.000000
-13.801514, -2.527736, 1.579536, 0.000000
-13.802759, -2.519908, 1.577971, 0.000000
-13.804505, -2.484178, 1.579938, 0.000000
-13.805978, -2.446115, 1.578919, 0.000000
-13.804411, -2.425581, 1.576662, 0.000000
-13.801174, -2.400206, 1.577181, 0.000000
-13.804628, -2.339506, 1.576421, 0.000000
-13.801879, -2.320367, 1.579585, 0.000000
-13.803881, -2.279866, 1.578631, 0.000000
-13.803390, -2.230079, 1.577636, 0.000000
-13.802242, -2.173236, 1.577614, 0.000000
-13.803418, -2.108774, 1.576990, 0.000000
-13.798801, -2.045761, 1.579765, 0.000000
-13.798721, -1.979595, 1.578923, 0.000000
-13.797644, -1.935770, 1.580057, 0.000000
-13.800460, -1.932184, 1.579608, 0.000000
-13.797137, -1.863887, 1.579194, 0.000000
-13.796293, -1.859305, 1.579944, 0.000000
-13.798644, -1.810602, 1.580665, 0.000000
-13.794984, -1.745069, 1.579610, 0.000000
-13.797001, -1.715820, 1.578706, 0.000000
-13.793692, -1.676351, 1.579409, 0.000000
-13.793760, -1.629518, 1.580378, 0.000000
-13.800043, -1.576286, 1.578352, 0.000000
-13.799704, -1.534129, 1.578799, 0.000000
-13.798881, -1.479604, 1.578089, 0.000000
-13.800515, -1.435843, 1.580174, 0.000000
-13.806879, -1.405717, 1.580550, 0.000000
-13.807173, -1.332534, 1.580842, 0.000000
-13.806700, -1.321272, 1.581387, 0.000000
-13.819278, -1.239218, 1.587614, 0.000000
-13.826712, -1.227890, 1.587565, 0.000000
-13.821711, -1.193270, 1.586541, 0.000000
-13.823577, -1.157073, 1.586560, 0.000000
-13.826104, -1.102523, 1.588881, 0.000000
-13.829301, -1.091964, 1.583224, 0.000000
-13.831120, -1.049510, 1.584362, 0.000000
-13.834492, -0.976375, 1.583760, 0.000000
-13.834933, -0.952291, 1.580648, 0.000000
-13.831964, -0.893826, 1.581458, 0.000000
-13.834926, -0.850318, 1.581254, 0.000000
-13.834659, -0.754414, 1.582601, 0.000000
-13.835711, -0.727234, 1.581096, 0.000000
-13.836448, -0.656224, 1.583297, 0.000000
-13.831470, -0.647338, 1.578202, 0.000000
-13.825900, -0.561532, 1.580063, 0.000000
-13.823095, -0.491467, 1.579669, 0.000000
-13.820401, -0.468079, 1.581034, 0.000000
-13.820406, -0.364904, 1.578288, 0.000000
-13.813484, -0.286199, 1.579394, 0.000000
